48.8776768	2.3434306
48.8775978	2.343446
48.8774054	2.3436725
48.8774078	2.3436731
48.8775908	2.3434439
48.877411	2.3436763
48.8776423	2.343421
48.8776841	2.343409
48.8774174	2.3436781
48.8776938	2.3434055
48.8773692	2.3436123
48.8776376	2.3434273
36.7339441	3.1147685
49.4817964	0.2901079
36.7384048	3.2841669
36.7653891	3.0451288
36.6899581	2.9790975
36.7372	3.39319
36.7372	3.39319
36.7949224	3.287888
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7311609	3.1666119
36.7687492	3.0483363
36.6981557	2.9744994
49.4978766	0.1292502
49.4978766	0.1292502
49.4980358	0.1290799
49.4980358	0.1290799
49.4979364	0.1291222
49.4978966	0.129122
49.4981951	0.1287812
36.7417659	3.2782368
36.7417659	3.2782368
49.4981951	0.1287812
36.7417459	3.2781975
36.7416217	3.2781302
36.7372	3.39319
36.7372	3.39319
48.9660102	1.8660497
48.966294	1.8659105
48.9663258	1.8659078
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
48.8731986	2.3808288
48.8775782	2.3434444
48.8773789	2.3435538
48.8776768	2.3434306
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
48.876078	2.3446606
48.8758567	2.3445633
48.8759483	2.34458
48.8759894	2.3445988
48.8760883	2.3444683
36.7372	3.39319
48.8760883	2.3444683
36.7372	3.39319
48.87586	2.3447067
48.87586	2.3447067
48.8760167	2.34475
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7372	3.39319
36.7095543	3.2096593
36.7096254	3.2099348
36.7094891	3.2097378
36.7095598	3.2099049
36.7093876	3.2096004
36.7093876	3.2096004
36.7095803	3.2098653
36.7502654	3.0375018
36.7500976	3.0374996
36.7501214	3.0374545
36.7501111	3.0374447
36.7501111	3.0374447
36.5381643	3.0779341
36.7457352	3.1850117
36.7457352	3.1850117
36.7662155	2.9279562
36.7144265	3.22014
35.5371963	6.1748544
36.7144258	3.2201414
35.5371963	6.1748544
36.7144279	3.2201447
36.7316133	3.270965
36.723375	3.1526283
36.7144464	3.2201792
36.3757642	3.8817681
36.7698887	3.029506
36.7738117	3.0603295
36.7714537	3.0580014
36.7590198	2.9641109
35.9306593	5.2955767
35.3750714	1.3146332
36.9216171	7.7497435
36.787609	3.064421
36.787609	3.064421
36.7336099	3.1902318
35.5470008	6.1597101
36.7747505	3.0565814
36.7238246	3.1156499
36.7393346	3.0363449
36.6889849	3.3608261
36.6889849	3.3608261
36.6889849	3.3608261
36.6889973	3.3608139
36.7393346	3.0363449
36.7395533	3.0369833
36.4867869	2.8450087
36.7432767	3.0875883
36.386779	3.9006567
36.7302234	3.0456069
36.7880483	3.2858883
36.4564533	4.5256333
35.8873983	2.7470933
36.6791673	2.9417654
36.7511725	3.020803
36.7338667	3.056065
36.7337683	3.0559167
35.6561942	-0.5959965
35.6561942	-0.5959965
36.7372479	3.2028046
36.7450045	3.0443187
36.7450045	3.0443187
36.7450045	3.0443187
36.7097491	3.210225
36.7097486	3.2102762
36.7097486	3.2102762
36.7097486	3.2102762
36.7097339	3.2102921
36.8058582	3.0296722
36.8058582	3.0296722
36.6759841	2.944219
36.7579646	2.9727222
36.727663	3.0689581
36.6645618	3.1145679
36.6646639	3.1145815
36.6646541	3.1146245
36.7229297	2.8913745
36.8175773	5.7134747
36.7121483	3.2176683
36.492032	2.8588209
36.492014	2.8588213
36.7120632	3.217902
36.8970025	7.0494643
36.73002	3.078305
36.4641701	7.4166426
36.4641701	7.4166426
36.6494	3.1174333
36.4657387	2.7362663
36.7365101	2.998009
36.7114788	3.0912314
35.7387513	-0.5713062
35.7387513	-0.5713062
36.4773063	2.8287804
36.807059	7.7404077
36.7450668	3.0239468
36.7166084	3.1401688
33.3612411	6.8612886
33.3612378	6.8612922
34.8393914	5.7054373
34.8393914	5.7054373
34.8393914	5.7054373
34.8393914	5.7054373
34.8393914	5.7054373
34.8393914	5.7054373
36.4274288	2.5594359
36.4274288	2.5594359
36.4274288	2.5594359
36.4274288	2.5594359
36.7339441	3.1147685
36.7339687	3.1149648
36.7338247	3.1112822
34.8535829	5.7096746
36.7339441	3.1147685
36.645109	2.992841
36.7274167	3.343405
32.4042629	4.2243925
36.7146217	3.2043633
36.7480747	3.0406127
36.74753	3.0399367
36.7229716	3.0444429
36.7248817	3.0527196
36.76524	3.0494139
